52346,1
52268,1
52269,1
52266,1
52267,1
52264,1
52265,1
52262,1
52263,1
52260,1
52261,1
51942,1
51943,1
51940,1
51941,1
51946,1
51947,1
51944,1
51945,1
51948,1
51949,1
52008,1
52009,1
52419,1
52418,1
52002,1
52003,1
52000,1
52001,1
52006,1
52007,1
52004,1
52005,1
52398,1
52399,1
52392,1
52393,1
52390,1
52391,1
52396,1
52397,1
52394,1
52395,1
52091,1
52090,1
52093,1
52092,1
52095,1
52094,1
52097,1
52096,1
52099,1
52098,1
52022,1
52301,1
52300,1
52303,1
52023,1
52305,1
52304,1
52307,1
52306,1
52309,1
52308,1
52136,1
52137,1
52134,1
52135,1
52132,1
52133,1
52130,1
52131,1
52138,1
52139,1
52028,1
52029,1
52358,1
52359,1
52441,1
51939,1
51938,1
51937,1
51936,1
51935,1
52350,1
52351,1
52415,1
52297,1
52296,1
52295,1
52294,1
52293,1
52292,1
52291,1
52290,1
52356,1
52357,1
52354,1
52355,1
52352,1
52353,1
52299,1
52298,1
52414,1
52222,1
52223,1
52220,1
52221,1
52226,1
52227,1
52224,1
52225,1
52228,1
52229,1
52073,1
52072,1
52071,1
52179,1
52077,1
52076,1
52075,1
52074,1
52172,1
52173,1
52170,1
52078,1
52176,1
52177,1
52174,1
52175,1
52451,1
52450,1
52453,1
52452,1
52259,1
52258,1
52253,1
52252,1
52251,1
52250,1
52257,1
52256,1
52255,1
52254,1
52070,1
51979,1
51978,1
51977,1
51976,1
51975,1
51974,1
51973,1
51972,1
51971,1
51970,1
52171,1
52408,1
52409,1
52406,1
52407,1
52404,1
52405,1
52402,1
52403,1
52400,1
52401,1
51995,1
51994,1
51997,1
51996,1
51991,1
51990,1
51993,1
51992,1
51999,1
51998,1
52082,1
52083,1
52080,1
52081,1
52086,1
52087,1
52084,1
52085,1
52088,1
52089,1
52312,1
52313,1
52310,1
52311,1
52316,1
52317,1
52314,1
52315,1
52318,1
52319,1
52103,1
52102,1
52101,1
52100,1
52107,1
52106,1
52105,1
52104,1
52109,1
52108,1
52178,1
52037,1
52036,1
52035,1
52034,1
52033,1
52032,1
52031,1
52030,1
52417,1
52039,1
52038,1
52416,1
52411,1
52410,1
52413,1
52412,1
52348,1
52280,1
52281,1
52282,1
52283,1
52284,1
52285,1
52286,1
52287,1
52288,1
52289,1
52361,1
52360,1
52367,1
52366,1
52365,1
52364,1
52219,1
52218,1
52217,1
52216,1
52215,1
52214,1
52213,1
52212,1
52211,1
52210,1
52068,1
52069,1
52064,1
52065,1
52066,1
52067,1
52060,1
52061,1
52062,1
52063,1
52442,1
52443,1
52440,1
52302,1
52446,1
52447,1
52444,1
52445,1
52448,1
52449,1
52147,1
52146,1
52145,1
52144,1
52143,1
52142,1
52141,1
52140,1
52149,1
52148,1
52079,1
52338,1
52339,1
52330,1
52331,1
51968,1
51969,1
51960,1
51961,1
51962,1
51963,1
51964,1
51965,1
51966,1
51967,1
52046,1
52439,1
52438,1
52047,1
52433,1
52432,1
52431,1
52430,1
52437,1
52436,1
52435,1
52434,1
51986,1
51987,1
51984,1
51985,1
51982,1
51983,1
51980,1
51981,1
51988,1
51989,1
52369,1
52208,1
52209,1
52244,1
52245,1
52246,1
52247,1
52240,1
52241,1
52242,1
52243,1
52327,1
52326,1
52325,1
52324,1
52248,1
52249,1
52321,1
52320,1
52055,1
52054,1
52057,1
52056,1
52051,1
52050,1
52053,1
52052,1
52114,1
52115,1
52116,1
52117,1
52110,1
52111,1
52112,1
52113,1
52200,1
52048,1
52201,1
52049,1
52020,1
52021,1
52189,1
52188,1
52024,1
52025,1
52026,1
52027,1
52183,1
52182,1
52181,1
52180,1
52187,1
52186,1
52185,1
52184,1
52363,1
52362,1
52279,1
52278,1
52275,1
52274,1
52277,1
52276,1
52271,1
52270,1
52273,1
52272,1
51951,1
51950,1
51953,1
51952,1
51955,1
51954,1
51957,1
51956,1
51959,1
51958,1
52202,1
52203,1
52204,1
52205,1
52206,1
52207,1
52019,1
52018,1
52011,1
52010,1
52013,1
52012,1
52015,1
52014,1
52017,1
52016,1
52389,1
52388,1
52381,1
52380,1
52383,1
52382,1
52385,1
52384,1
52387,1
52386,1
52374,1
52375,1
52376,1
52377,1
52370,1
52371,1
52372,1
52373,1
52378,1
52379,1
52125,1
52124,1
52127,1
52126,1
52121,1
52120,1
52123,1
52122,1
52129,1
52128,1
52368,1
52150,1
52151,1
52152,1
52153,1
52154,1
52155,1
52156,1
52157,1
52158,1
52159,1
52349,1
52329,1
52345,1
52344,1
52347,1
52328,1
52341,1
52340,1
52343,1
52342,1
52323,1
52322,1
52231,1
52230,1
52233,1
52232,1
52235,1
52234,1
52237,1
52236,1
52239,1
52238,1
52332,1
52333,1
52334,1
52335,1
52336,1
52337,1
52169,1
52168,1
52044,1
52045,1
52042,1
52043,1
52040,1
52041,1
52161,1
52160,1
52163,1
52162,1
52165,1
52164,1
52167,1
52166,1
52118,1
52119,1
52194,1
52195,1
52196,1
52197,1
52190,1
52191,1
52192,1
52193,1
52198,1
52199,1
52424,1
52425,1
52426,1
52427,1
52420,1
52421,1
52422,1
52423,1
52428,1
52429,1
52059,1
52058,1
A3H7273DPOJLJ,0
A3C4IQ321NXOYM,0
A2L9O4TZT4IJG6,0
A3QEWQ4XHNY6U0,0
AJWGJBKAPT1B4,0
A25ZR0LKZPUYIH,0
AFDHEA6DNWC93,0
APJ2KAFKJO50Q,0
A3I19B55XT4F94,0
AIKGL30VUDRUP,0
A3A6M08LGVF4P0,0
A27TK4RXYZEWSC,0
AMI1CIOSA6ZCT,0
A2CUQR9NK9DMK6,0
A3UJMCQVXPOJE,0
AFJJM3HYWGNY1,0
A12ZFBG17FSEYP,0
A1KN63BD45JSEC,0
A1Z99XTFJ0X0DD,0
A3O1V93USN3BMG,0
A3ELZWPZ3FHVBB,0
A3AVQAW2GNS9JE,0
A2FX66C3DGXQD,0
A9LWDP1HECAU0,0
A36I5YV77G1T6B,0
A1S86OJLZPOYEJ,0
A1NRN3RAP0LW5W,0
A1BBP1XF8M1K9F,0
A2TS71UKGC4VLD,0
A1SQD0X45GUV6N,0
A3KHTAKZ1B9L6,0
A3OBBDF07J2JEO,0
AMWZRUN52852K,0
A1ALS4QONIH3PR,0
A342EX0KOULI5D,0
A30DXIOL8534Z0,0
A1M5HJLJ6EDHFU,0
A3KVOVX5KD3KVY,0
A25QRPX5KQSVNS,0
A3771BB5U7KG6K,0
A13TAWFK2BKCFO,0
A3ISJZ6O2FBJET,0
A2901WLFNNYVD9,0
AZ09CUQDJ4U3T,0
A1D3PDG0JO8TJE,0
A3B4NNGSL20H4Q,0
A36BMX6FHFR19I,0
APWI16K54DRIX,0
A1WKDCXOYL14S7,0
A1DQLVEYG0PKHX,0
A1ZLHGW23BB1RJ,0
A35NKGB0I1V2HH,0
A1C78TOHR2FNGU,0
A39Y3NPVBIKTN5,0
A1PWM4OLUBCP8L,0
A28HWQD8O1BCAS,0
A1Z12OFNJ7BHLT,0
A2UDOHT1T7WYOL,0
A1FY0Y88AE8F6A,0
A1MMQU0PCSYVIF,0
AA8PM0ETD6NXM,0
AKQRQNJ7CRL4H,0
A2PWF2JS2C0LMW,0
A1FCFDDP63HX0K,0
A2BWV92CFIMYJF,0
A2NH64PEOOQS4N,0
A1JH7NK76KFA9W,0
A1FXEF5ISBXYA6,0
A1J9J190OG7M6B,0
A1M2FS0XUTMPMP,0
A36UZ4G5WSN9AT,0
A2ERL2R0C8TE2B,0
AZ4HU0MFSLYZ4,0
A19XFRBBNJFA0I,0
A1QWMH66PHTJYR,0
A1TBEHR7V86NNE,0
A13A105B1M45W4,0
A26LRPZYAS834A,0
A5S8FW57OHXEL,0
A1E2UCDGX3TTWQ,0
A1MSZ2D0XNMV4E,0
A41G22PCRD3E8,0
A25TJQZOLLR30A,0
A3R2LBUIPO2RL2,0
A3KQWUWG94OFQ1,0
A2YY825QM4A1W3,0
A37E8IY7XLL2T7,0
A2A0F3IKUXEESF,0
A3E2KIQP0FRW60,0
A301ZZJTN1HCD7,0
A17IOGHEWNELCB,0
ANH0EUYCB2IIV,0
A2G896YEIBCWO9,0
A2Y3002V1KCMJV,0
A25HADDE4WDBZ5,0
AZ7MXQR94XX2W,0
A3RXIR97L5V61Z,0
A1FA33FKY3BH13,0
A3DNUI6HV4VBZ,0
A1P1IU9NJ62ZIK,0
A53N2JV5S33CF,0
A3F18NN365MALB,0
A20HF5N2WURLCH,0
A18HEWJBGUUVP0,0
A2M4RKS7YZ9RJW,0
A15P9UH73SBXLC,0
A18GBOKZHE1LJC,0
A3KK7QGNWUQMQA,0
A14QSBW6F74UM5,0
A1UWGYQDKZ9URD,0
A2259V80AXVDHY,0
AU6T0XPVYNSSU,0
A2UYHKDR5UX3I6,0
A1Q12U2D0RZY8Z,0
AFCYU0YK9EVGI,0
A10C9816AE7XJQ,0
A15GIKJZMKRBSY,0
A3VDV1QI6OTH6A,0
AT157QNWZJ4NE,0
A37Y4AN7B6PMYC,0
AYSMJ35NE6QUB,0
A16ZDE7E9QPZX0,0
A2AR9EXX1ZNG9B,0
A23OJ5WF84BCOY,0
A1MUQA9AYJC3V2,0
A2SY0F5BGVTD2K,0
A3MWURJNW42Q05,0
A1SFEUFPT78Z7M,0
A13J3QVSJC16B2,0
A1PJLRCPYBAHT0,0
A7J7M1AABFGTN,0
A137WJH4JNKO6Q,0
A1X6KA1Q3OAJS7,0
A25TKUP0H1KY2Y,0
A24XXUT6OGHLZ2,0
A1LBVNJP6BUN8Y,0
A1N9CF027VVDUP,0
A2PYVDFGQ0E9S6,0
A9I0HP8MUR8TS,0
A14UR9T3YLIPG0,0
A262KY6OVY7LSV,0
A19D5QX33M48NU,0
A3TW27G5Y9GLH1,0
A2707EQ5WXZICB,0
A3KIITYHLX4MP6,0
ACARALFVNYZA,0
A2QNTZ6MADTUAM,0
A30SAMG0H8RB6L,0
A2LQJ8B0T3X3F9,0
A4LUFC4VTMY2D,0
A3K902C8YLCUN7,0
A2A91P6VS53X8C,0
AQUMQJ8DM69YE,0
A1OR52RG4IE9KT,0
A2OL6J6GTYNW1D,0
A8RXB4J5YJ10S,0
A2TDLGVEN9ADO9,0
A24RF5D1T5FABD,0
AO2T3U60L8RDW,0
AVP1MD0DMY8ND,0
A2POYTM6CVLJ6G,0
A3FV3SRVRPUODI,0
A12EFWOWQI4U90,0
A97HTOLZ6JK8B,0
A35V32HZEGZH04,0
A3RBPVE5TSV3UM,0
ABI9U57KTZXKB,0
A17PM37X0C605A,0
A1W2W7SS9H46BX,0
A1GW47ZWHNQUHR,0
A32P4F7H86N11R,0
A2APFLAVGB7D3M,0
A2VN4T6YE96HFA,0
A1CEJVCL57ANJ3,0
AHAIIGB87JFH,0
A3ERQGXVZPO9CE,0
AIO6IFWIMNPNX,0
A28LVC7RJKIRIU,0
A1L3DN4D9JUPQX,0
A2F521BD7PRHXO,0
A1XJHVUJXFEG8M,0
A38AU8CZRZZJQD,0
A3NYGD82P10ECF,0
A2AYSKS3BYETP2,0
A154ZFUL8S0CUN,0
A931L7RKOI6NW,0
A2VWZSI16V7FT6,0
AKB63EMF1PWS6,0
AIMD30SXTEGF,0
A3JI06APSZR6AM,0
AET2CPU2BIOIC,0
A1U6VY78QUDTTX,0
A3741FT485WJQ5,0
A48IW0BE7VG92,0
A3V1PXEA35D8GY,0
A1N5SM3ERT45YK,0
A3S1A7SLE8K5D2,0
A1OWWH9UH9AYYN,0
A3JKMZROXTDXYS,0
AA4N138MN54FA,0
